id,name
A050G,按行业分扩建固定资产投资(不含农户)增长情况（2018-）
A050H,按行业分改建和技术改造固定资产投资(不含农户)增长情况（2018-）
A050I,按行业分中央固定资产投资(不含农户)增长情况（2018-）
A050J,按行业分地方固定资产投资(不含农户)增长情况（2018-）
A050K,按行业分内资固定资产投资(不含农户)增长情况（2018-）
A050L,按行业分港澳台商投资固定资产投资(不含农户)增长情况（2018-）
A050M,按行业分外商投资固定资产投资(不含农户)增长情况（2018-）
A050N,按行业分国有控股固定资产投资(不含农户)增长情况（2018-）
A050O,按行业分集体控股固定资产投资(不含农户)增长情况（2018-）
A050P,按行业分私人控股固定资产投资(不含农户)增长情况（2018-）
A050Q,按行业分固定资产投资(不含农户)实际到位资金增长情况（2018-）
A050R,按行业分固定资产投资(不含农户)国家预算资金增长情况（2018-）
A050S,按行业分固定资产投资(不含农户)国内贷款增长情况（2018-）
A050T,按行业分固定资产投资(不含农户)利用外资增长情况（2018-）
A050U,按行业分固定资产投资(不含农户)自筹资金增长情况（2018-）
A050V,按行业分固定资产投资(不含农户)其他资金增长情况（2018-）
A050W,农村农户固定资产投资比上年增长情况
A050X,房地产开发企业个数（-2022）
A051C,房地产开发企业个数（2023-）
A050Y,房地产开发企业从业人员数（-2022）
A051D,房地产开发企业从业人员数（2023-）
A050Z,房地产开发企业土地开发及购置
A0510,房地产开发企业投资总规模及完成情况
A0511,按用途分房地产开发企业完成投资
A0512,房地产开发企业资金来源
A0513,房地产开发企业房屋建筑面积和造价
A0514,按用途分房地产开发企业新开工面积
A0515,按用途分新建商品房销售面积
A0516,按用途分新建商品房销售额
A0517,按用途分新建商品房平均销售价格
A0518,房地产开发企业资产负债
A0519,房地产开发企业经营情况
A051A,按项目规模分房地产开发完成投资
A051B,房地产开发企业成套住宅竣工与销售情况
A0601,货物进出口总额
A0602,出口货物分类金额(按SITC分类)
A0603,进口货物分类金额(按SITC分类)
A060401,出口货物分类金额
A060402,进口货物分类金额
A06050101,中国同亚洲各国(地区)进出口总额
A06050102,中国同非洲各国(地区)进出口总额
A06050103,中国同欧洲各国(地区)进出口总额
A06050104,中国同拉丁美洲各国(地区)进出口总额
A06050105,中国同北美洲各国(地区)进出口总额
A06050106,中国同大洋洲各国(地区)进出口总额
A06050107,中国同国别(地区)不详进出口总额
A06050201,中国向亚洲各国(地区)出口总额
A06050202,中国向非洲各国(地区)出口总额
A06050203,中国向欧洲各国(地区)出口总额
A06050204,中国向拉丁美洲各国(地区)出口总额
A06050205,中国向北美洲各国(地区)出口总额
A06050206,中国向大洋洲各国(地区)出口总额
A06050207,中国向国别(地区)不详出口总额
A06050301,中国从亚洲各国(地区)进口总额
A06050302,中国从非洲各国(地区)进口总额
A06050303,中国从欧洲各国(地区)进口总额
A06050304,中国从拉丁美洲各国(地区)进口总额
A06050305,中国从北美洲各国(地区)进口总额
A06050306,中国从大洋洲各国(地区)进口总额
A06050307,中国从国别(地区)不详进口总额
A060601,主要货物出口数量
A060602,主要货物出口金额
A060701,主要货物进口数量
A060702,主要货物进口金额
A0608,外商投资企业货物进出口总额
A0609,合同利用外资
A060A,实际利用外资
A060B0101,中国实际利用世界外商直接投资金额
A060B0102,中国实际利用亚洲各国(地区)外商直接投资金额
A060B0103,中国实际利用非洲各国(地区)外商直接投资金额
A060B0104,中国实际利用欧洲各国(地区)外商直接投资金额
A060B0105,中国实际利用拉丁美洲各国(地区)外商直接投资金额
A060B0106,中国实际利用北美洲各国(地区)外商直接投资金额
A060B0107,中国实际利用大洋洲各国(地区)外商直接投资金额
A060B0201,中国实际利用世界外商其他投资金额
A060B0202,中国实际利用亚洲各国(地区)外商其他投资金额
A060B0203,中国实际利用非洲各国(地区)外商其他投资金额
A060B0204,中国实际利用欧洲各国(地区)外商其他投资金额
A060B0205,中国实际利用拉丁美洲各国(地区)外商其他投资金额
A060B0206,中国实际利用北美洲各国(地区)外商其他投资金额
A060B0207,中国实际利用大洋洲各国(地区)外商其他投资金额
A060C01,项目
A060C02,实际使用金额
A060D01,合同项目
A060D02,实际使用金额
A060E01,企业数
A060E02,投资总额
A060E03,注册资本
A060E04,外方注册资本
A060F01,对外直接投资流量
A060F02,截至本年对外直接投资存量
A060G01,对外直接投资流量
A060G02,截至本年对外直接投资存量
A060H,对外经济合作
A060I0101,中国对世界承包工程完成营业额
A060I0102,中国对亚洲各国(地区)承包工程完成营业额
A060I0103,中国对非洲各国(地区)承包工程完成营业额
A060I0104,中国对欧洲各国(地区)承包工程完成营业额
A060I0105,中国对拉丁美洲各国(地区)承包工程完成营业额
A060I0106,中国对北美洲各国(地区)承包工程完成营业额
A060I0107,中国对大洋洲各国(地区)承包工程完成营业额
A060I0108,中国对其他国家(地区)承包工程完成营业额
A060I0201,中国对世界承包工程派出人数
A060I0202,中国对亚洲各国(地区)承包工程派出人数
A060I0203,中国对非洲各国(地区)承包工程派出人数
A060I0204,中国对欧洲各国(地区)承包工程派出人数
A060I0205,中国对拉丁美洲各国(地区)承包工程派出人数
A060I0206,中国对北美洲各国(地区)承包工程派出人数
A060I0207,中国对大洋洲各国(地区)承包工程派出人数
A060I0208,中国对其他国家(地区)承包工程派出人数
A060I0301,中国对世界承包工程年末在外劳务人员
A060I0302,中国对亚洲各国(地区)承包工程年末在外劳务人员
A060I0303,中国对非洲各国(地区)承包工程年末在外劳务人员
A060I0304,中国对欧洲各国(地区)承包工程年末在外劳务人员
A060I0305,中国对拉丁美洲各国(地区)承包工程年末在外劳务人员
A060I0306,中国对北美洲各国(地区)承包工程年末在外劳务人员
A060I0307,中国对大洋洲各国(地区)承包工程年末在外劳务人员
A060I0308,中国对其他国家(地区)承包工程年末在外劳务人员
A060I0401,中国对世界劳务合作派出人数
A060I0402,中国对亚洲各国(地区)劳务合作派出人数
A060I0403,中国对非洲各国(地区)劳务合作派出人数
A060I0404,中国对欧洲各国(地区)劳务合作派出人数
A060I0405,中国对拉丁美洲各国(地区)劳务合作派出人数
A060I0406,中国对北美洲各国(地区)劳务合作派出人数
A060I0407,中国对大洋洲各国(地区)劳务合作派出人数
A060I0408,中国对其他国家(地区)劳务合作派出人数
A060I0501,中国对世界劳务合作年末在外人员
A060I0502,中国对亚洲各国(地区)劳务合作年末在外人员
A060I0503,中国对非洲各国(地区)劳务合作年末在外人员
A060I0504,中国对欧洲各国(地区)劳务合作年末在外人员
A060I0505,中国对拉丁美洲各国(地区)劳务合作年末在外人员
A060I0506,中国对北美洲各国(地区)劳务合作年末在外人员
A060I0507,中国对大洋洲各国(地区)劳务合作年末在外人员
A060I0508,中国对其他国家(地区)劳务合作年末在外人员
A060J,人民币汇率(年平均价)
A0701,能源弹性系数
A0702,能源加工转换效率
A0703,平均每天能源消费量
A0704,生活能源消费量
A0705,人均能源生产量和消费量
A0706,人均生活能源消费量
A0707,主要能源品种进、出口量
A0708,主要高耗能产品的进、出口量
A0709,国有经济能源工业分行业固定资产投资
A070A,能源工业分行业投资
A070B,一次能源生产总量
A070C,城市能源产品供应
A070D,城市集中供热
A070E,能源消费总量
A070F,分行业能源消费总量
A070G,分行业煤炭消费总量
A070H,分行业焦炭消费总量
A070I,分行业原油消费总量
A070J,分行业汽油消费总量
A070K,分行业煤油消费总量
A070L,分行业柴油消费总量
A070M,分行业燃料油消费总量
A070N,分行业天然气消费总量
A070O,分行业电力消费总量
A070P,综合能源平衡表
A070Q,石油平衡表
A070R,煤炭平衡表
A070S,电力平衡表
A070T,焦炭平衡表
A070U,原油平衡表
A070V,燃料油平衡表
A070W,汽油平衡表
A070X,煤油平衡表
A070Y,柴油平衡表
A070Z,液化石油气平衡表
A0710,天然气平衡表
A0711,能源产品产量
A0801,国家财政收支总额及增长速度
A0802,中央和地方财政收入及比重
A0803,中央和地方财政支出及比重
A080401,国家财政主要收入项目
A080402,中央财政主要收入项目
A080403,地方财政主要收入项目
A080501,国家财政主要支出项目
A080502,中央财政主要支出项目
A080503,地方财政主要支出项目
A0806,各项税收
A0807,中央财政债务余额情况
A0808,预算外资金分项目收入
A0809,预算外资金分项目支出
A080A,中央和地方预算外资金收支
A080B,外债情况
A0901,各种价格指数
A0902,各种价格定基指数
A090G01,食品烟酒类居民消费价格指数(上年=100)
A090G02,衣着类居民消费价格指数(上年=100)
A090G03,居住类居民消费价格指数(上年=100)
A090G04,生活用品及服务类居民消费价格指数(上年=100)
A090G05,交通通信类居民消费价格指数(上年=100)
A090G06,教育文化娱乐类居民消费价格指数(上年=100)
A090G07,医疗保健类居民消费价格指数(上年=100)
A090G08,其他用品及服务类居民消费价格指数(上年=100)
A090H01,食品烟酒类城市居民消费价格指数(上年=100)
A090H02,衣着类城市居民消费价格指数(上年=100)
A090H03,居住类城市居民消费价格指数(上年=100)
A090H04,生活用品及服务类城市居民消费价格指数(上年=100)
A090H05,交通通信类城市居民消费价格指数(上年=100)
A090H06,教育文化娱乐类城市居民消费价格指数(上年=100)
A090H07,医疗保健类城市居民消费价格指数(上年=100)
A090H08,其他用品及服务类城市居民消费价格指数(上年=100)
A090I01,食品烟酒类农村居民消费价格指数(上年=100)
A090I02,衣着类农村居民消费价格指数(上年=100)
A090I03,居住类农村居民消费价格指数(上年=100)
A090I04,生活用品及服务类农村居民消费价格指数(上年=100)
A090I05,交通通信类农村居民消费价格指数(上年=100)
A090I06,教育文化娱乐类农村居民消费价格指数(上年=100)
A090I07,医疗保健类农村居民消费价格指数(上年=100)
A090I08,其他用品及服务类农村居民消费价格指数(上年=100)
A090J01,食品烟酒类居民消费价格指数(上年=100)
A090J02,衣着类居民消费价格指数(上年=100)
A090J03,居住类居民消费价格指数(上年=100)
A090J04,生活用品及服务类居民消费价格指数(上年=100)
A090J05,交通和通信类居民消费价格指数(上年=100)
A090J06,教育文化和娱乐类居民消费价格指数(上年=100)
A090J07,医疗保健类居民消费价格指数(上年=100)
A090J08,其他用品和服务类居民消费价格指数(上年=100)
A090K01,食品烟酒类城市居民消费价格指数(上年=100)
A090K02,衣着类城市居民消费价格指数(上年=100)
A090K03,居住类城市居民消费价格指数(上年=100)
A090K04,生活用品及服务类城市居民消费价格指数(上年=100)
A090K05,交通和通信类城市居民消费价格指数(上年=100)
A090K06,教育文化和娱乐类城市居民消费价格指数(上年=100)
A090K07,医疗保健类城市居民消费价格指数(上年=100)
A090K08,其他用品和服务类城市居民消费价格指数(上年=100)
A090L01,食品烟酒类农村居民消费价格指数(上年=100)
A090L02,衣着类农村居民消费价格指数(上年=100)
A090L03,居住类农村居民消费价格指数(上年=100)
A090L04,生活用品及服务类农村居民消费价格指数(上年=100)
A090L05,交通和通信类农村居民消费价格指数(上年=100)
A090L06,教育文化和娱乐类农村居民消费价格指数(上年=100)
A090L07,医疗保健类农村居民消费价格指数(上年=100)
A090L08,其他用品和服务类农村居民消费价格指数(上年=100)
A090301,食品类居民消费价格指数(上年=100)
A090302,烟酒及用品类居民消费价格指数(上年=100)
A090303,衣着类居民消费价格指数(上年=100)
A090304,家庭设备用品及维修服务类居民消费价格指数(上年=100)
A090305,医疗保健和个人用品类居民消费价格指数(上年=100)
A090306,交通和通信类居民消费价格指数(上年=100)
A090307,娱乐教育文化用品及服务类居民消费价格指数(上年=100)
A090308,居住类居民消费价格指数(上年=100)
A090401,食品类城市居民消费价格指数(上年=100)
A090402,烟酒及用品类城市居民消费价格指数(上年=100)
A090403,衣着类城市居民消费价格指数(上年=100)
A090404,家庭设备用品及维修服务类城市居民消费价格指数(上年=100)
A090405,医疗保健和个人用品类城市居民消费价格指数(上年=100)
A090406,交通和通信类城市居民消费价格指数(上年=100)
A090407,娱乐教育文化用品及服务类城市居民消费价格指数(上年=100)
A090408,居住类城市居民消费价格指数(上年=100)
A090501,食品类农村居民消费价格指数(上年=100)
A090502,烟酒及饮料类农村居民消费价格指数(上年=100)
A090503,衣着类农村居民消费价格指数(上年=100)
A090504,家庭设备用品及维修服务类农村居民消费价格指数(上年=100)
A090505,医疗保健和个人用品类农村居民消费价格指数(上年=100)
A090506,交通和通信类农村居民消费价格指数(上年=100)
A090507,娱乐教育文化用品及服务类农村居民消费价格指数(上年=100)
A090508,居住类农村居民消费价格指数(上年=100)
A0906,商品零售价格分类指数(上年=100)
A0907,城市商品零售价格分类指数(上年=100)
A0908,农村商品零售价格指数(上年=100)
A0909,农业生产资料价格分类指数(上年=100)
A090A,农产品生产价格指数(上年=100)
A090B,按工业行业分工业生产者出厂价格指数(上年=100)(-2011)
A090C,按工业行业分工业生产者出厂价格指数(上年=100)(2012-)
A090D,工业生产者出厂价格分类指数(上年=100)
A090E,工业生产者购进价格指数(上年=100)
A090F,固定资产投资价格指数(上年=100)
A0A01,全国居民人均收入情况
A0A02,城镇居民人均收入情况
A0A03,农村居民人均收入情况
A0A04,全国居民人均支出情况
A0A05,城镇居民人均支出情况
A0A06,农村居民人均支出情况
A0A07,全国居民按收入五等份分组的收入情况
A0A08,城镇居民按收入五等份分组的收入情况
A0A09,农村居民按收入五等份分组的收入情况
A0A0A,全国居民主要食品消费量
A0A0B,城镇居民主要食品消费量
A0A0C,农村居民主要食品消费量
A0A0D,全国居民平均每百户年末主要耐用消费品拥有量
A0A0E,城镇居民平均每百户年末主要耐用消费品拥有量
A0A0F,农村居民平均每百户年末主要耐用消费品拥有量
A0A0G,居民人均可支配收入基尼系数
A0A0H,居民恩格尔系数
A0A0I,农民工规模及收入主要数据
A0B01,全部地级及以上城市数
A0B02,城市建设
A0B03,城市供水
A0B04,城市燃气
A0B05,城市集中供热
A0B06,城市市政设施
A0B07,城市公共交通
A0B08,城市绿地和园林
A0B09,城市市容环境卫生
A0B0A,城市设施水平
A0C01,主要矿产基础储量
A0C02,水资源
A0C03,供水用水情况
A0C04,废水中主要污染物排放
A0C05,废气中主要污染物排放
A0C06,城市生活垃圾清运和处理情况
A0C07,森林资源
A0C08,造林面积
A0C09,林业重点工程造林面积
A0C0A,草原建设利用
A0C0B,自然保护基本情况
A0C0C,自然灾害
A0C0D,地质灾害及防治
A0C0E,森林火灾
A0C0F,森林病虫鼠害防治
A0C0G,地震灾害
A0C0H,环境污染治理投资
A0C0I,工业污染治理投资
A0C0J,主要矿产查明资源储量
A0C0K,主要矿产储量
A0D01,农村基层组织情况
A0D02,乡村户数和乡村人口
A0D03,乡村从业人员
A0D04,农、林、牧、渔业总产值及指数
A0D05,主要农业机械年末拥有量
A0D06,有效灌溉面积、农用化肥施用量、农村水电站及用电量
A0D07,农村水电建设和发电量
A0D08,灌溉、水库和除涝、治水情况
A0D09,农村居民家庭生产性固定资产原值
A0D0A,农村居民家庭平均每百户拥有主要生产性固定资产数量
A0D0B,农村居民家庭土地经营情况
A0D0C,农用柴油和农药使用量
A0D0D,农用塑料薄膜使用量
A0D0E,主要农作物播种面积
A0D0F,主要农作物产品产量
A0D0G,主要农作物单位面积产量
A0D0H,果园面积
A0D0I,瓜果类面积
A0D0J,茶园面积
A0D0K,茶叶、水果产量
A0D0L,瓜果类单位面积产量
A0D0M,主要林产品产量
A0D0N,牲畜饲养
A0D0O,牲畜出栏量
A0D0P,畜产品产量
A0D0Q,水产品产量
A0D0R,按人口平均的主要农产品产量
A0D0S,平均每一农业劳动力生产的主要农产品
A0D0T,农村居民家庭平均每人出售主要农产品
A0D0U,农村居民家庭平均每人出售主要畜产品及水产品
A0D0V,受灾和成灾面积
A0D0W,国有农场
A0E0101,企业单位数
A0E0102,亏损企业单位数
A0E0103,实收资本
A0E0104,国家资本金
A0E0105,集体资本金
A0E0106,法人资本金
A0E0107,个人资本金
A0E0108,港澳台资本金
A0E0109,外商资本金
A0E010A,流动资产合计
A0E010B,应收账款净额
A0E010C,存货
A0E010D,产成品
A0E010E,固定资产合计
A0E010F,固定资产原价合计
A0E010G,累计折旧
A0E010H,资产总计
A0E010I,流动负债合计
A0E010J,应付账款
A0E010K,负债合计
A0E010L,所有者权益合计
A0E010M,主营业务收入
A0E010N,主营业务成本
A0E010O,销售费用
A0E010P,主营业务税金及附加
A0E010Q,管理费用
A0E010R,财务费用
A0E010S,利息支出
A0E010T,营业利润
A0E010U,利润总额
A0E010V,亏损企业亏损总额
A0E010W,应交所得税
A0E010X,本年应交增值税
A0E010Y,工业销售产值(现价)
A0E010Z,出口交货值
A0E2101,企业单位数（2023-至今）
A0E2102,资产总计（2023-至今）
A0E2103,固定资产净额（2023-至今）
A0E2104,固定资产原价（2023-至今）
A0E2105,累计折旧（2023-至今）
A0E2106,流动资产合计（2023-至今）
A0E2107,应收账款（2023-至今）
A0E2108,存货（2023-至今）
A0E2109,产成品（2023-至今）
A0E210A,负债合计（2023-至今）
A0E210B,流动负债合计（2023-至今）
A0E210C,应付账款（2023-至今）
A0E210D,所有者权益合计（2023-至今）
A0E210E,实收资本（2023-至今）
A0E210F,国家资本（2023-至今）
A0E210G,集体资本（2023-至今）
A0E210H,法人资本（2023-至今）
A0E210I,个人资本（2023-至今）
A0E210J,港澳台资本（2023-至今）
A0E210K,外商资本（2023-至今）
A0E210L,营业收入（2023-至今）
A0E210M,营业成本（2023-至今）
A0E210N,销售费用（2023-至今）
A0E210O,管理费用（2023-至今）
A0E210P,财务费用（2023-至今）
A0E210Q,利息费用（2023-至今）
A0E210R,投资收益（2023-至今）
A0E210S,营业利润（2023-至今）
A0E210T,利润总额（2023-至今）
A0E210U,亏损企业亏损额（2023-至今）
A0E210V,平均用工人数（2023-至今）
A0E0201,企业单位数
A0E0202,亏损企业单位数
A0E0203,实收资本
A0E0204,国家资本金
A0E0205,集体资本金
A0E0206,法人资本金
A0E0207,个人资本金
A0E0208,港澳台资本金
A0E0209,外商资本金
A0E020A,流动资产合计
A0E020B,应收账款净额
A0E020C,存货
A0E020D,产成品
A0E020E,固定资产合计
A0E020F,固定资产原价合计
A0E020G,累计折旧
A0E020H,资产总计
A0E020I,流动负债合计
A0E020J,应付账款
A0E020K,负债合计
A0E020L,所有者权益合计
A0E020M,主营业务收入
A0E020N,主营业务成本
A0E020O,销售费用
A0E020P,主营业务税金及附加
A0E020Q,管理费用
A0E020R,财务费用
A0E020S,利息支出
A0E020T,营业利润
A0E020U,利润总额
A0E020V,亏损企业亏损总额
A0E020W,应交所得税
A0E020X,本年应交增值税
A0E020Y,工业销售产值(现价)
A0E020Z,出口交货值
A0E0301,企业单位数
A0E0302,亏损企业单位数
A0E0303,实收资本
A0E0304,国家资本金
A0E0305,集体资本金
A0E0306,法人资本金
A0E0307,个人资本金
A0E0308,港澳台资本金
A0E0309,外商资本金
A0E030A,流动资产合计
A0E030B,应收账款净额
A0E030C,存货
A0E030D,产成品
A0E030E,固定资产合计
A0E030F,固定资产原价合计
A0E030G,累计折旧
A0E030H,资产总计
A0E030I,流动负债合计
A0E030J,应付账款
A0E030K,负债合计
A0E030L,所有者权益合计
A0E030M,主营业务收入
A0E030N,主营业务成本
A0E030O,销售费用
A0E030P,主营业务税金及附加
A0E030Q,管理费用
A0E030R,财务费用
A0E030S,利息支出
A0E030T,营业利润
A0E030U,利润总额
A0E030V,亏损企业亏损总额
A0E030W,应交所得税
A0E030X,本年应交增值税
A0E030Y,工业销售产值(现价)
A0E030Z,出口交货值
A0E0401,企业单位数
A0E0402,亏损企业单位数
A0E0403,实收资本
A0E0404,国家资本金
A0E0405,集体资本金
A0E0406,法人资本金
A0E0407,个人资本金
A0E0408,港澳台资本金
A0E0409,外商资本金
A0E040A,流动资产合计
A0E040B,应收账款净额
A0E040C,存货
A0E040D,产成品
A0E040E,固定资产合计
A0E040F,固定资产原价合计
A0E040G,累计折旧
A0E040H,资产总计
A0E040I,流动负债合计
A0E040J,应付账款
A0E040K,负债合计
A0E040L,所有者权益合计
A0E040M,主营业务收入
A0E040N,主营业务成本
A0E040O,销售费用
A0E040P,主营业务费用及附加
A0E040Q,管理费用
A0E040R,财务费用
A0E040S,利息支出
A0E040T,营业利润
A0E040U,利润总额
A0E040V,亏损总额
A0E040W,应交所得税
A0E040X,本年应交增值税
A0E040Y,工业销售产值(现价)
A0E040Z,出口交货值
A0E2201,企业单位数（2023-至今）
A0E2202,资产总计（2023-至今）
A0E2203,固定资产净额（2023-至今）
A0E2204,固定资产原价（2023-至今）
A0E2205,累计折旧（2023-至今）
A0E2206,流动资产合计（2023-至今）
A0E2207,应收账款（2023-至今）
A0E2208,存货（2023-至今）
A0E2209,产成品（2023-至今）
A0E220A,负债合计（2023-至今）
A0E220B,流动负债合计（2023-至今）
A0E220C,应付账款（2023-至今）
A0E220D,所有者权益合计（2023-至今）
A0E220E,实收资本（2023-至今）
A0E220F,国家资本（2023-至今）
A0E220G,集体资本（2023-至今）
A0E220H,法人资本（2023-至今）
A0E220I,个人资本（2023-至今）
A0E220J,港澳台资本（2023-至今）
A0E220K,外商资本（2023-至今）
A0E220L,营业收入（2023-至今）
A0E220M,营业成本（2023-至今）
A0E220N,销售费用（2023-至今）
A0E220O,管理费用（2023-至今）
A0E220P,财务费用（2023-至今）
A0E220Q,利息费用（2023-至今）
A0E220R,投资收益（2023-至今）
A0E220S,营业利润（2023-至今）
A0E220T,利润总额（2023-至今）
A0E220U,亏损企业亏损额（2023-至今）
A0E220V,平均用工人数（2023-至今）
A0E0501,企业单位数
A0E0502,亏损企业单位数
A0E0503,实收资本
A0E0504,国家资本金
A0E0505,集体资本金
A0E0506,法人资本金
A0E0507,个人资本金
A0E0508,港澳台资本金
A0E0509,外商资本金
A0E050A,流动资产合计
A0E050B,应收账款净额
A0E050C,存货
A0E050D,产成品
A0E050E,固定资产合计
A0E050F,固定资产原价合计
A0E050G,累计折旧
A0E050H,资产总计
A0E050I,流动负债合计
A0E050J,应付账款
A0E050K,负债合计
A0E050L,所有者权益合计
A0E050M,主营业务收入
A0E050N,主营业务成本
A0E050O,销售费用
A0E050P,主营业务税金及附加
A0E050Q,管理费用
A0E050R,财务费用
A0E050S,利息支出
A0E050T,营业利润
A0E050U,利润总额
A0E050V,亏损企业亏损总额
A0E050W,应交所得税
A0E050X,本年应交增值税
A0E050Y,工业销售产值(现价)
A0E050Z,出口交货值
A0E0601,企业单位数
A0E0602,亏损企业单位数
A0E0603,实收资本
A0E0604,国家资本金
A0E0605,集体资本金
A0E0606,法人资本金
A0E0607,个人资本金
A0E0608,港澳台资本金
A0E0609,外商资本金
A0E060A,流动资产合计
A0E060B,应收账款净额
A0E060C,存货
A0E060D,产成品
A0E060E,固定资产合计
A0E060F,固定资产原价合计
A0E060G,累计折旧
A0E060H,资产总计
A0E060I,流动负债合计
A0E060J,应付账款
A0E060K,负债合计
A0E060L,所有者权益合计
